Timedrive06.td,corrected
27.7,3.0254710099999995
27.8,3.04100501
27.9,3.0398710099999997
28.0,3.0421380099999995
28.1,3.04427101
28.2,3.05873801
28.3,3.0756710099999998
28.4,3.08207101
28.5,3.0816050099999996
28.6,3.0816050099999996
28.7,3.10147101
28.8,3.13547101
28.9,3.1343380099999996
29.0,3.1343380099999996
29.1,3.1376050099999997
29.2,3.1380050099999997
29.3,3.1209380099999997
29.4,3.1230710100000003
29.5,3.1230710100000003
29.6,3.1240710099999998
29.7,3.1112710100000003
29.8,3.0985380099999995
29.9,3.0986710099999994
30.0,3.10440501
30.1,3.1007380099999997
30.2,3.0958710099999998
30.3,3.08313801
30.4,3.08640501
30.5,3.08640501
30.6,3.0821380099999995
30.7,3.0801380099999998
30.8,3.0822710099999995
30.9,3.08060501
31.0,3.07947101
31.1,3.07907101
31.2,3.07587101
31.3,3.0882050100000003
31.4,3.08600501
31.5,3.07973801
31.6,3.0802050100000002
31.7,3.0566710099999996
31.8,3.03747101
31.9,3.03747101
32.0,3.02680401
32.1,3.02420401
32.2,3.0252050099999996
32.3,3.02367101
32.4,3.02420501
32.5,3.02420501
32.6,3.0257380099999995
32.7,3.0283380099999997
32.8,3.01387101
32.9,3.00953801
33.0,3.01267101
33.1,3.0148710100000002
33.2,3.0287380099999996
33.3,3.0352050100000003
33.4,3.0352050100000003
33.5,3.0315380100000002
33.6,3.0287380099999996
33.7,3.03093801
33.8,3.03460501
33.9,3.05280501
34.0,3.0538050099999996
34.1,3.04373801
34.2,3.0272710099999998
34.3,3.0405380099999997
34.4,3.04800501
34.5,3.04587101
34.6,3.04900501
34.7,3.0586710100000003
34.8,3.0746710100000003
34.9,3.0730710099999996
35.0,3.0874050099999995
35.1,3.0939380099999996
35.2,3.0885380099999997
35.3,3.0837380100000003
35.4,3.06240501
35.5,3.06293801
35.6,3.06987101
35.7,3.08693801
35.8,3.07367101
35.9,3.07167101
36.0,3.0749380099999994
36.1,3.06107101
36.2,3.0653380099999996
36.3,3.0589380100000003
36.4,3.06053801
36.5,3.06053801
36.6,3.06367101
36.7,3.06687101
36.8,3.06740501
36.9,3.0728050099999997
37.0,3.07340501
37.1,3.0722710099999997
37.2,3.07013801
37.3,3.0718050100000003
37.4,3.0749380099999994
37.5,3.07380501
37.6,3.08767101
37.7,3.08340501
37.8,3.0844050100000002
37.9,3.0700710099999995
38.0,3.06040501
38.1,3.0540710099999995
38.2,3.05620501
38.3,3.0572050099999997
38.4,3.05400501
38.5,3.0523380099999997
38.6,3.0523380099999997
38.7,3.05280501
38.8,3.0404050099999997
38.9,3.03407101
39.0,3.0298050099999996
39.1,3.0261380099999995
39.2,3.0228710100000002
39.3,3.02240401
39.4,3.0282050099999998
39.5,3.03140401
39.6,3.02713801
39.7,3.0185380100000003
39.8,3.01753801
39.9,3.00940501
40.0,2.9994050100000003
40.1,2.99773801
40.2,2.97807101
40.3,2.97607101
40.4,2.9814050099999996
40.5,2.98240501
40.6,2.96687101
40.7,2.96900501
40.8,2.96847101
40.9,2.97487101
41.0,2.98133801
41.1,2.9850710099999995
41.2,2.99040501
41.3,2.99153801
41.4,3.0017380099999995
41.5,3.0112710099999997
41.6,3.01073801
41.7,3.02893801
41.8,3.04380501
41.9,3.0346710100000003
42.0,3.03580501
42.1,3.0528710099999996
42.2,3.05400501
42.3,3.05280501
42.4,3.0496050099999996
42.5,3.0447380099999997
42.6,3.04520501
42.7,3.04000501
42.8,3.03027101
42.9,3.02553801
43.0,3.02553801
43.1,3.02660401
43.2,3.0180050099999995
43.3,3.0042050099999997
43.4,3.01007101
43.5,3.00573801
43.6,2.9875380099999997
43.7,2.9822050099999995
43.8,2.9780050099999995
43.9,2.97900501
44.0,2.9656710099999994
44.1,2.96573801
44.2,2.92087101
44.3,2.88993801
44.4,2.8520710099999995
44.5,2.8168050099999995
44.6,2.78380501
44.7,2.7390050099999996
44.8,2.6567380099999998
44.9,2.52553801
45.0,2.3570710100000003
45.1,2.20680501
45.2,2.04140501
45.3,1.85520501
45.4,1.66753801
45.5,1.4980710099999999
45.6,1.32300501
45.7,1.1918710099999998
45.8,1.0458050099999998
45.9,0.9016710099999998
46.0,0.7450050099999999
46.1,0.5957380099999999
46.2,0.45387100999999985
46.3,0.35573800999999994
46.4,0.2992710099999999
46.5,0.2907380099999999
46.6,0.27147100999999985
46.7,0.26193800999999983
46.8,0.26367100999999993
46.9,0.26747100999999984
47.0,0.27167100999999994
47.1,0.2674040099999999
47.2,0.2620710099999999
47.3,0.2540710099999999
47.4,0.2424040099999999
47.5,0.23760400999999987
47.6,0.2418710099999999
47.7,0.25247100999999994
47.8,0.2546710099999999
47.9,0.24827100999999985
48.0,0.23973800999999983
48.1,0.2376050099999999
48.2,0.2344050099999999
48.3,0.2376050099999999
48.4,0.23800500999999985
48.5,0.22947100999999992
48.6,0.2316710099999999
48.7,0.2199380099999999
48.8,0.22800500999999984
48.9,0.24293800999999993
49.0,0.24980500999999988
49.1,0.23860400999999987
49.2,0.25147100999999994
49.3,0.25727100999999986
49.4,0.27213800999999993
49.5,0.27847100999999985
49.6,0.2828050099999999
49.7,0.2763380099999999
49.8,0.26773800999999986
49.9,0.47207100999999985
50.0,1.09613801
50.1,2.2327380100000003
50.2,3.5180050099999995
50.3,4.65813801
50.4,5.75467101
50.5,6.805805009999999
50.6,7.79613801
50.7,8.80407101
50.8,9.82873801
50.9,10.87520501
51.0,11.94833801
51.1,13.05547101
51.2,14.19573801
51.3,15.35793801
51.4,16.35473801
51.5,16.94833801
51.6,17.04060501
51.7,17.01073801
51.8,17.13560501
51.9,17.32220501
52.0,17.52660501
52.1,17.81033801
52.2,18.07813801
52.3,18.31760501
52.4,18.53620501
52.5,18.72133801
52.6,18.87493801
52.7,19.032405009999998
52.8,19.16933801
52.9,19.26113801
53.0,19.30000501
53.1,19.36447101
53.2,19.43913801
53.3,19.49133801
53.4,19.552205009999998
53.5,19.63213801
53.6,19.69180501
53.7,19.73020501
53.8,19.81067101
53.9,19.874738009999998
54.0,19.96053801
54.1,20.05873801
54.2,20.08373801
54.3,20.11693801
54.4,20.15627101
54.5,20.23900501
54.6,20.29607101
54.7,20.35360501
54.8,20.38347101
54.9,20.39260501
55.0,20.42460501
55.1,20.42247101
55.2,20.42787101
55.3,20.44340501
55.4,20.45827101
55.5,20.43487101
55.6,20.44013801
55.7,20.46940501
55.8,20.50880501
55.9,20.55200501
56.0,20.58873801
56.1,20.60680501
56.2,20.58553801
56.3,20.62713801
56.4,20.628671009999998
56.5,20.63460501
56.6,20.68800501
56.7,20.73107101
56.8,20.709205009999998
56.9,20.73700501
57.0,20.79667101
57.1,20.78500501
57.2,20.793005009999998
57.3,20.83033801
57.4,20.83947101
57.5,20.83887101
57.6,20.82300501
57.7,20.79680501
57.8,20.78620501
57.9,20.78453801
58.0,20.76580501
58.1,20.73860501
58.2,20.71360501
58.3,20.74607101
58.4,20.72473801
58.5,20.69213801
58.6,20.687805009999998
58.7,20.69753801
58.8,20.663405009999998
58.9,20.63200501
59.0,20.58993801
59.1,20.60367101
59.2,20.604271009999998
59.3,20.563738009999998
59.4,20.55473801
59.5,20.537738009999998
59.6,20.52327101
59.7,20.50407101
59.8,20.45020501
59.9,20.439405009999998
60.0,20.43580501
60.1,20.41813801
60.2,20.34767101
60.3,20.33320501
60.4,20.314405009999998
60.5,20.30587101
60.6,20.27073801
60.7,20.27880501
60.8,20.28733801
60.9,20.25793801
61.0,20.255738009999998
61.1,20.25053801
61.2,20.26660501
61.3,20.26120501
61.4,20.26340501
61.5,20.22713801
61.6,20.23947101
61.7,20.22233801
61.8,20.17813801
61.9,20.18613801
62.0,20.19153801
62.1,20.176538009999998
62.2,20.16420501
62.3,20.13907101
62.4,20.12040501
62.5,20.11827101
62.6,20.11607101
62.7,20.09247101
62.8,20.08927101
62.9,20.04227101
63.0,20.03580501
63.1,20.01867101
63.2,20.04867101
63.3,20.05773801
63.4,20.010338009999998
63.5,19.98887101
63.6,19.95380501
63.7,19.95007101
63.8,19.97520501
63.9,19.97413801
64.0,19.93473801
64.099999,19.88827101
64.2,19.84460501
64.3,19.84033801
64.399999,19.80727101
64.5,19.78807101
64.599999,19.72520501
64.7,19.71173801
64.8,19.70167101
64.899999,19.69360501
65.0,19.65207101
65.099999,19.64180501
65.2,19.58900501
65.3,19.540005009999998
65.399999,19.53580501
65.5,19.53887101
65.599999,19.53087101
65.7,19.51647101
65.8,19.508005009999998
65.899999,19.483605009999998
66.0,19.486871009999998
66.099999,19.53333801
66.2,19.53180501
66.3,19.51153801
66.399999,19.51313801
66.5,19.53507101
66.599999,19.53993801
66.7,19.52133801
66.8,19.48507101
66.899999,19.43060501
67.0,19.43280501
67.099999,19.42533801
67.2,19.42167101
67.3,19.43027101
67.399999,19.44940501
67.5,19.42313801
67.599999,19.36287101
67.7,19.34627101
67.8,19.28647101
67.899999,19.26313801
68.0,19.24753801
68.099999,19.23000501
68.2,19.260338009999998
68.3,19.28207101
68.399999,19.30247101
68.5,19.28493801
68.599999,19.25727101
68.7,19.24553801
68.8,19.209205009999998
68.899999,19.21287101
69.0,19.22947101
69.099999,19.23680501
69.2,19.22147101
69.3,19.26140501
69.399999,19.26773801
69.5,19.23893801
69.599999,19.18720501
69.7,19.17500501
69.8,19.13613801
69.899999,19.09927101
70.0,19.048538009999998
70.099999,19.06353801
70.2,19.04213801
70.3,19.02233801
70.399999,19.00380501
70.5,18.96320501
70.599999,18.91633801
70.7,18.873138009999998
70.8,18.84287101
70.899999,18.80067101
71.0,18.784738009999998
71.099999,18.79373801
71.2,18.75680501
71.3,18.72527101
71.399999,18.74713801
71.5,18.76320501
71.599999,18.74600501
71.7,18.76787101
71.8,18.77913801
71.899999,18.77260501
72.0,18.76313801
72.099999,18.79360501
72.2,18.79833801
72.3,18.76313801
72.399999,18.75313801
72.5,18.74080501
72.599999,18.73707101
72.7,18.70840501
72.8,18.73240501
72.899999,18.67100501
73.0,18.67840501
73.099999,18.70087101
73.2,18.66187101
73.3,18.617138009999998
73.399999,18.57027101
73.5,18.54507101
73.599999,18.52960501
73.7,18.52260501
73.8,18.54813801
73.899999,18.53893801
74.0,18.52680501
74.099999,18.49427101
74.2,18.50593801
74.3,18.47873801
74.399999,18.49327101
74.5,18.435071009999998
74.599999,18.36360501
74.7,18.33913801
74.8,18.29647101
74.899999,18.28427101
75.0,18.25500501
75.099999,18.24327101
75.2,18.229938009999998
75.3,18.22360501
75.399999,18.22313801
75.5,18.20820501
75.599999,18.22040501
75.7,18.21193801
75.8,18.21040501
75.899999,18.20707101
76.0,18.20767101
76.099999,18.20980501
76.2,18.22367101
76.3,18.26620501
76.399999,18.28380501
76.5,18.28053801
76.599999,18.23887101
76.7,18.22460401
76.8,18.20633801
76.9,18.19893801
77.0,18.20633801
77.099999,18.20420501
77.2,18.19033801
77.3,18.143871009999998
77.4,18.10660501
77.5,18.09600501
77.599999,18.11847101
77.7,18.11733801
77.8,18.10887101
77.9,18.11193801
78.0,18.11193801
78.099999,18.105605009999998
78.2,18.10180501
78.3,18.08427101
78.4,18.06493801
78.5,18.07513801
78.599999,18.072005009999998
78.7,18.05907101
78.8,18.07033801
78.9,18.09120501
79.0,18.059138009999998
79.099999,18.03713801
79.2,17.985938009999998
79.3,17.91973801
79.4,17.89633801
79.5,17.89527101
79.599999,17.889938009999998
79.7,17.88733801
79.8,17.884671009999998
79.9,17.87187101
80.0,17.83613801
80.099999,17.80780501
80.2,17.80467101
80.3,17.81380501
80.4,17.817405009999998
80.5,17.86333801
80.599999,17.81167101
80.7,17.81753801
80.8,17.85280501
80.9,17.84313801
81.0,17.83893801
81.099999,17.83933801
81.2,17.804538009999998
81.3,17.764005009999998
81.4,17.73313801
81.5,17.73153801
81.599999,17.72673801
81.7,17.69000501
81.8,17.67980501
81.9,17.614871009999998
82.0,17.55193801
82.099999,17.55027101
82.2,17.53487101
82.3,17.50120501
82.4,17.47347101
82.5,17.46233801
82.599999,17.45227101
82.7,17.43893801
82.8,17.44327101
82.9,17.44907101
83.0,17.39727101
83.099999,17.389938009999998
83.2,17.41167101
83.3,17.38180501
83.4,17.41160501
83.5,17.41260501
83.599999,17.40680501
83.7,17.39660501
83.8,17.360938009999998
83.9,17.35200501
84.0,17.35253801
84.099999,17.32207101
84.2,17.30880501
84.3,17.27773801
84.4,17.26667101
84.5,17.26500501
84.599999,17.25427101
84.7,17.19513801
84.8,17.16853801
84.9,17.12367101
85.0,17.11193801
85.099999,17.07680501
85.2,17.07000501
85.3,17.07633801
85.4,17.05867101
85.5,17.01813801
85.599999,17.03040501
85.7,17.03740501
85.8,17.06840501
85.9,17.04547101
86.0,17.04813801
86.099999,17.01447101
86.2,17.03953801
86.3,17.03367101
86.4,17.04113801
86.5,17.02787101
86.599999,17.02140501
86.7,17.00953801
86.8,16.99047101
86.9,16.99847101
87.0,17.03467101
87.099999,17.00320501
87.2,16.98347101
87.3,16.95353801
87.4,16.96467101
87.5,16.93227101
87.599999,16.92000501
87.7,16.90353801
87.8,16.93387101
87.9,16.93080501
88.0,16.93120501
88.099999,16.92000501
88.2,16.91687101
88.3,16.95833801
88.4,16.92693801
88.5,16.87087101
88.599999,16.82667101
88.7,16.796271009999998
88.8,16.78467101
88.9,16.77127101
89.0,16.77920501
89.099999,16.77127101
89.2,16.75567101
89.3,16.71413801
89.4,16.71407101
89.5,16.68860501
89.599999,16.71693801
89.7,16.707871009999998
89.8,16.68127101
89.9,16.66413801
90.0,16.644538009999998
90.099999,16.66373801
90.2,16.65140501
90.3,16.66033801
90.4,16.63427101
90.5,16.63860501
90.599999,16.62847101
90.7,16.63020501
90.8,16.62260501
90.9,16.58893801
91.0,16.58673801
91.099999,16.55580501
91.2,16.54360501
91.3,16.51313801
91.4,16.57713801
91.5,16.582871009999998
91.599999,16.57320501
91.7,16.58820501
91.8,16.53333801
91.9,16.51467101
92.0,16.48907101
92.099999,16.47780501
92.2,16.45907101
92.3,16.44520501
92.4,16.45333801
92.5,16.42500501
92.599999,16.419605009999998
92.7,16.393871009999998
92.8,16.36780501
92.9,16.30333801
93.0,16.29007101
93.099999,16.29873801
93.2,16.30827101
93.3,16.35580501
93.4,16.37980501
93.5,16.40107101
93.599999,16.42293801
93.7,16.422871009999998
93.8,16.43040501
93.9,16.41280501
94.0,16.43473801
94.099999,16.40487101
94.2,16.411338009999998
94.3,16.43540501
94.4,16.44007101
94.5,16.42400501
94.599999,16.405805009999998
94.7,16.38227101
94.8,16.34867101
94.9,16.33580501
95.0,16.31873801
95.099999,16.30767101
95.2,16.31727101
95.3,16.31093801
95.4,16.31993801
95.5,16.30553801
95.599999,16.33333801
95.7,16.31247101
95.8,16.27667101
95.9,16.27027101
96.0,16.28533801
96.099999,16.284738009999998
96.2,16.25387101
96.3,16.240538009999998
96.4,16.21493801
96.5,16.17647101
96.599999,16.13427101
96.7,16.10613801
96.8,16.09440501
96.9,16.06873801
97.0,16.08313801
97.099999,16.04633801
97.2,16.060738009999998
97.3,16.05967101
97.4,16.01280501
97.5,15.95407101
97.599999,15.938738009999998
97.7,15.973338009999999
97.8,15.974871010000001
97.9,15.994071009999999
98.0,16.01873801
98.099999,16.04533801
98.2,16.05327101
98.3,16.03140501
98.4,16.01647101
98.5,15.985071009999999
98.599999,15.991938009999998
98.7,15.97060501
98.8,15.983471009999999
98.9,16.03087101
99.0,16.04793801
99.099999,16.04473801
99.2,16.01433801
99.3,15.998405009999999
99.4,15.962205009999998
99.5,15.939671010000001
99.599999,15.930205009999998
99.7,15.915205010000001
99.8,15.927405010000001
99.9,15.927405010000001
100.0,15.91833801
100.1,15.91720501
100.2,15.902338010000001
100.3,15.90647101
100.4,15.869738009999999
100.5,15.88207101
100.6,15.877738009999998
100.7,15.87093801
100.8,15.85480501
100.9,15.837271009999998
101.0,15.833071010000001
101.1,15.80787101
101.2,15.76413801
101.3,15.74020501
101.4,15.757338009999998
101.5,15.756271009999999
101.6,15.745605009999998
101.7,15.732205010000001
101.8,15.72480501
101.9,15.68860501
102.0,15.66873801
102.1,15.66613801
102.2,15.63673801
102.3,15.616071009999999
102.4,15.62927101
102.5,15.587071009999999
102.6,15.59940501
102.7,15.62980501
102.8,15.62073801
102.9,15.59513801
103.0,15.56840501
103.1,15.53173801
103.2,15.54407101
103.3,15.54140501
103.4,15.55200501
103.5,15.55893801
103.6,15.564805009999999
103.7,15.59033801
103.8,15.58973801
103.9,15.57280501
104.0,15.62467101
104.1,15.60487101
104.2,15.63320501
104.3,15.604405009999999
104.4,15.58513801
104.5,15.57120501
104.6,15.58553801
104.7,15.59187101
104.8,15.55073801
104.9,15.548138009999999
105.0,15.53167101
105.1,15.519271009999999
105.2,15.50227101
105.3,15.521471009999999
105.4,15.51713801
105.5,15.478071009999999
105.6,15.471271009999999
105.7,15.41573801
105.8,15.39220501
105.9,15.37673801
106.0,15.357538009999999
106.1,15.350605009999999
106.2,15.32400501
106.3,15.31080501
106.4,15.30160501
106.5,15.29687101
106.6,15.27187101
106.7,15.26333801
106.8,15.24413801
106.9,15.25647101
107.0,15.25813801
107.1,15.224005009999999
107.2,15.193071009999999
107.3,15.20753801
107.4,15.24227101
107.5,15.26947101
107.6,15.261405009999999
107.7,15.256138009999999
107.8,15.244871009999999
107.9,15.26193801
108.0,15.23887101
108.1,15.237271009999999
108.2,15.220205009999999
108.3,15.19827101
108.4,15.14867101
108.5,15.12580501
108.6,15.14600501
108.7,15.15720501
108.8,15.153338009999999
108.9,15.112271009999999
109.0,15.09260501
109.1,15.04993801
109.2,15.020071009999999
109.3,15.01147101
109.4,14.955005009999999
109.5,14.945938009999999
109.6,14.90807101
109.7,14.90653801
109.8,14.896471009999999
109.9,14.93100501
110.0,14.92407101
110.1,14.93260501
110.2,14.93960501
110.3,14.96527101
110.4,14.98813801
110.5,14.977938009999999
110.6,15.02707101
110.7,15.02853801
110.8,15.022271009999999
110.9,15.03620501
111.0,15.03680501
111.1,15.02513801
111.2,15.01173801
111.3,14.99573801
111.4,14.93660501
111.5,14.94020501
111.6,14.90613801
111.7,14.90940501
111.8,14.84753801
111.9,14.80167101
112.0,14.79700501
112.1,14.74893801
112.2,14.71647101
112.3,14.69780501
112.4,14.680605009999999
112.5,14.64913801
112.6,14.70453801
112.7,14.72160501
112.8,14.75900501
112.9,14.78033801
113.0,14.75747101
113.1,14.75533801
113.2,14.74667101
113.3,14.76367101
113.4,14.75733801
113.5,14.73433801
113.6,14.740805009999999
113.7,14.74873801
113.8,14.75453801
113.9,14.72587101
114.0,14.74993801
114.1,14.70933801
114.2,14.68800501
114.3,14.63680501
114.4,14.63473801
114.5,14.62933801
114.6,14.64847101
114.7,14.59793801
114.8,14.58087101
114.9,14.59320501
115.0,14.62253801
115.1,14.62993801
115.2,14.630471009999999
115.3,14.63800501
115.4,14.678471009999999
115.5,14.65393801
115.6,14.64447101
115.7,14.61347101
115.8,14.59207101
115.9,14.57020501
116.0,14.57347101
116.1,14.53300501
116.2,14.54840501
116.3,14.554938009999999
116.4,14.55220501
116.5,14.49347101
116.6,14.47433801
116.7,14.46367101
116.8,14.43487101
116.9,14.416271009999999
117.0,14.414071009999999
117.1,14.40607101
117.2,14.423138009999999
117.3,14.46000501
117.4,14.439138009999999
117.5,14.41513801
117.6,14.40327101
117.7,14.38087101
117.8,14.34880501
117.9,14.33073801
118.0,14.374471009999999
118.1,14.369605009999999
118.2,14.37180501
118.3,14.36647101
118.4,14.355205009999999
118.5,14.35353801
118.6,14.31133801
118.7,14.30227101
118.8,14.26000501
118.9,14.26693801
119.0,14.25893801
119.1,14.264405009999999
119.2,14.27393801
119.3,14.29147101
119.4,14.28287101
119.5,14.23873801
119.6,14.237138009999999
119.7,14.23880501
119.8,14.25047101
119.9,14.25107101
120.0,14.256005009999999
120.1,14.27993801
120.2,14.27947101
120.3,14.296538009999999
120.4,14.29927101
120.5,14.32120501
120.6,14.31047101
120.7,14.29180501
120.8,14.27860501
120.9,14.281205009999999
121.0,14.28913801
121.1,14.28653801
121.2,14.28600501
121.3,14.25767101
121.4,14.24213801
121.5,14.22813801
121.6,14.22880501
121.7,14.21980501
121.8,14.19533801
121.9,14.18987101
122.0,14.16480501
122.1,14.13920501
122.2,14.085405009999999
122.3,14.07260501
122.4,14.05500501
122.5,14.03847101
122.6,14.02620501
122.7,14.00060501
122.8,14.02580501
122.9,14.05360501
123.0,14.02807101
123.1,14.03013801
123.2,14.014671009999999
123.3,14.01620501
123.4,13.99067101
123.5,14.00180501
123.6,14.02953801
123.7,14.09560501
123.8,14.10620501
123.9,14.119071009999999
124.0,14.12807101
124.1,14.12867101
124.2,14.12113801
124.3,14.09273801
124.4,14.03833801
124.5,14.05267101
124.6,14.06867101
124.7,14.07547101
124.8,14.063338009999999
124.9,14.05420501
125.0,14.04407101
125.1,14.01747101
125.2,14.00147101
125.3,14.00253801
125.4,13.97053801
125.5,13.98387101
125.6,13.97587101
125.7,14.00367101
125.8,13.981871009999999
125.9,13.98973801
